,target
18339,1
5155,4
9519,7
69258,1
25796,8
9736,2
17885,1
55211,8
44979,0
45232,9
8660,1
35674,5
62859,8
67198,8
69793,6
784,8
3232,9
64461,5
6525,7
6950,9
21988,4
13812,8
16638,2
65768,6
45565,4
36339,4
6144,2
16813,2
36709,3
30945,6
5380,2
61627,9
63389,8
63984,9
65699,1
15623,8
18742,3
61471,5
28777,5
43531,4
47367,3
26570,5
9953,3
2871,3
38185,6
61949,7
29441,6
37026,9
13759,6
69949,6
45788,4
6393,6
46290,5
54796,2
11684,6
29666,1
18479,7
28108,0
8188,3
12939,6
53640,8
25250,8
63463,4
67035,8
46824,5
7789,1
61576,7
14048,5
51988,7
19806,9
16110,1
9404,1
29755,0
67363,0
29818,4
55346,7
24985,0
64351,0
35478,2
68971,1
53286,8
31124,8
53086,5
67614,7
44975,7
67321,2
40477,9
36166,2
60985,2
7288,3
40035,3
4715,1
22718,6
35191,9
37228,6
16154,8
24311,8
5113,2
39350,8
32009,0
52762,2
45043,3
26144,1
17179,8
20819,8
35378,2
5709,6
54370,6
51384,7
54408,2
57157,6
8266,4
53955,4
39728,3
52386,3
4040,8
46189,6
17990,8
27044,4
4861,1
60916,4
8963,1
50697,7
18592,4
27551,2
63817,2
12233,7
37374,3
42943,9
69740,9
51194,9
69544,9
2715,4
31771,1
67670,6
59178,3
24600,8
58482,4
48882,9
27942,5
41603,9
54448,2
8781,1
14865,4
42086,9
16349,6
25307,1
19646,0
22102,5
33269,6
69411,4
45385,1
22044,2
26892,1
38401,2
30491,9
26162,7
3354,8
49737,0
49708,5
6612,3
5269,7
25609,2
21062,7
3072,4
27696,2
63124,1
27651,3
54081,9
14232,6
33557,8
66609,7
55114,9
52077,7
40420,2
18888,4
21974,3
35563,3
22180,5
35189,9
31923,9
58888,8
9746,4
66569,3
58600,1
68937,6
32869,0
4629,0
23220,7
45136,2
67262,1
66960,7
39734,2
62002,6
40521,0
12007,7
62927,3
66741,7
52577,9
49168,2
3108,3
55869,3
28880,7
40282,6
9620,3
3386,3
28471,2
48804,9
43352,7
59710,7
63933,2
49577,6
31227,4
57393,0
7414,2
48449,5
65192,2
17348,8
39073,9
3554,8
30706,0
4396,7
57932,3
30457,1
5825,7
10253,7
40941,6
16415,0
50153,2
25439,7
3085,5
52643,2
61587,6
37115,9
65657,7
47300,6
9298,1
61137,1
46344,0
47486,6
22949,0
8596,7
56414,9
35229,4
17888,1
26958,6
6590,7
8622,4
60603,8
68757,4
24925,8
49352,5
30466,6
14132,2
46958,9
17062,3
50740,8
63020,0
65834,6
2710,6
61145,4
43397,5
40704,5
34133,4
28917,4
51159,6
32475,2
30027,2
67727,0
66406,6
29314,2
42236,4
45961,1
52961,1
55102,9
37299,8
17042,1
63811,2
36629,9
50908,9
17068,7
33388,8
11277,6
40738,5
2522,7
35288,2
65131,6
10800,8
20822,6
11989,8
37320,2
50578,9
55884,9
61002,2
67079,7
2596,4
12234,2
62794,0
27989,2
63728,4
66608,9
21074,6
372,4
28919,4
2148,6
18251,9
9296,0
55341,3
32895,4
37471,7
25764,1
51791,4
58706,5
54465,5
30271,7
3233,3
20538,3
15561,1
8948,3
30148,1
63538,9
37975,4
57645,0
57219,9
40259,8
46420,6
29437,6
21722,2
66195,4
68827,9
35410,2
6691,5
58060,2
52623,4
68730,0
60681,9
23552,9
64057,1
13077,0
44381,5
40206,2
52280,8
11967,4
43942,3
63048,2
25634,9
33788,7
18675,3
27125,4
38613,8
19221,7
46783,2
60897,5
36222,4
17813,7
37544,6
55530,8
17436,5
36134,7
16100,7
8846,6
50957,4
33589,3
48405,4
38702,8
28522,1
51934,3
18303,6
64346,6
32072,8
58611,2
55960,3
3326,5
13426,4
4605,6
15842,3
41271,8
44757,7
427,0
29659,5
26719,8
4199,3
45427,8
55112,6
54232,0
54950,8
63880,8
39445,3
61710,7
16519,0
12665,0
47949,5
69460,3
12432,9
60460,5
39084,1
24150,8
37401,6
51659,5
31505,0
63637,7
27300,1
48734,8
30867,8
63432,3
15430,8
58652,6
52934,0
32424,2
30978,1
62249,4
8886,2
37363,8
54194,7
16993,5
37224,0
47142,2
64313,4
21513,0
52695,2
27622,2
41403,9
34638,1
46954,1
65247,9
13008,4
35174,9
11733,7
47793,7
72,1
50527,2
36628,0
64103,2
30284,3
6132,7
20139,0
176,9
29006,5
27818,5
18058,6
25125,7
38766,0
52666,7
8405,3
62179,8
25573,3
60326,2
22638,5
29057,1
67998,7
58051,1
35357,1
27158,7
7574,1
11639,0
27134,6
8638,6
26122,8
64455,8
12883,1
11382,8
50984,7
63543,4
47912,2
44,3
9082,7
39093,0
3765,2
44245,1
36746,6
35352,1
43481,4
24857,8
59235,8
17249,6
19227,1
53183,7
66844,2
68840,3
43465,0
32821,9
67627,2
27219,7
20317,6
12684,5
59247,1
7043,3
50024,0
16833,8
685,8
51539,1
54758,2
38587,8
37575,9
6978,5
15273,5
34161,7
61665,4
7865,5
34205,4
34667,1
66867,4
30519,8
32829,4
525,9
46811,6
44073,6
69264,0
46553,2
34063,9
52195,5
28332,5
13207,6
60970,5
28672,2
28519,0
62210,6
59507,5
63534,4
45871,7
27585,1
42580,8
62692,9
68075,8
58722,4
29039,0
67943,0
9963,0
35009,1
58711,3
59090,8
7569,3
33337,8
4348,8
19873,6
53385,3
528,8
23759,3
45832,2
18152,7
12281,2
62057,6
10000,3
65765,8
9467,7
57415,3
7912,1
19996,5
7988,5
40555,3
16962,7
61906,9
67896,1
30733,3
20990,1
41638,1
55293,8
65979,4
33575,5
14136,6
9320,5
48483,2
48827,6
21816,7
28319,9
61603,1
16260,3
32308,4
35365,8
32953,0
797,4
18511,5
59754,6
13935,3
887,9
52013,7
5647,2
35252,1
21603,7
19338,3
66403,8
14412,0
19306,5
21716,1
33043,0
10158,2
35718,6
49448,6
1363,0
57915,4
8686,8
36332,5
58707,3
42474,2
31180,0
10629,2
37513,1
12463,3
50928,1
18875,5
12339,0
22132,2
37776,8
69034,4
14009,5
4506,3
25691,2
28642,7
25417,3
13853,0
31475,6
2078,2
63481,0
36337,3
432,2
66056,8
39226,6
57037,1
14334,0
67386,2
16037,4
33256,9
66438,1
65955,3
15019,7
57837,5
6911,7
67181,8
62555,3
37894,5
23468,2
41559,1
33076,6
6382,9
14209,8
34971,4
42170,0
12373,7
53434,2
19547,0
19331,6
60892,2
44356,4
11480,3
60843,4
49695,0
64052,5
12268,8
46246,3
21757,9
20918,9
58815,6
56985,8
66491,5
10119,0
28859,2
8055,3
51919,9
14417,1
69331,5
35919,7
17733,4
36621,0
15658,9
12500,0
35589,8
38996,6
15927,4
62247,5
30961,5
12273,7
69512,4
2946,5
40538,6
61507,7
36982,2
55564,4
32421,3
6410,3
53242,7
19128,8
26324,3
67807,9
40443,1
27664,2
58929,2
34788,3
68673,2
41923,4
11222,0
3868,7
34772,7
68690,9
30110,9
26168,6
24047,4
60724,6
32834,0
57597,2
60170,4
16374,5
1240,6
68969,2
44474,0
59016,3
36918,5
47972,5
31458,4
54969,6
65420,5
30244,1
65829,2
38657,3
46161,9
44541,2
54557,1
26758,4
2136,1
4360,6
10805,2
16901,8
3451,6
27498,7
63225,7
31004,9
48590,6
17875,1
25366,0
47901,3
26358,3
67045,4
1369,1
27059,7
47415,6
50047,7
2084,0
30850,9
66325,6
45032,1
60421,2
35903,5
17092,9
42305,6
4198,6
60720,5
64695,4
32154,5
60674,5
45430,2
60837,2
13385,4
29736,0
25681,7
63663,5
15526,6
43292,2
53436,1
36202,4
1386,0
43971,1
14403,7
51664,6
20788,9
27673,2
41567,1
64108,5
8312,6
40541,6
56472,7
28887,8
50882,9
38302,6
68365,2
27801,5
33402,9
38241,3
8906,4
40976,1
13085,6
69249,1
57753,9
37189,0
24823,8
66534,2
1604,4
31348,1
65480,5
23557,0
66365,3
23392,5
29335,8
29786,7
35492,2
34448,5
10015,5
28265,3
25289,2
36078,3
61192,9
41928,7
51707,7
69557,8
42795,0
36316,7
1278,5
16940,3
67744,7
14920,7
51972,5
34911,1
40405,2
54167,7
29689,7
543,5
18431,5
6407,5
57954,6
60048,4
5459,9
14364,9
35242,8
4247,5
46468,1
15112,9
36986,8
30049,9
60802,4
46988,8
47984,2
49823,4
34853,3
59080,9
28737,9
46639,3
26597,0
50284,4
48756,8
20238,0
22031,4
29389,6
8917,0
36997,1
52965,1
35751,8
25327,1
2608,4
34324,6
14121,2
39897,0
56618,9
55413,7
52404,3
40079,3
12711,4
33364,2
9528,8
36098,1
14799,5
65595,2
36133,2
44746,9
27523,6
1979,4
6190,2
2288,2
68084,9
25667,9
21417,4
34031,9
51400,6
26361,9
65576,7
53076,2
55349,5
44409,7
24839,1
30126,1
12617,3
32952,0
69775,6
54183,6
44313,0
18286,1
6012,2
65461,1
30770,6
66509,6
58215,2
65711,5
24709,7
35776,8
54416,1
66082,0
32015,4
49916,2
40832,2
50915,3
24241,8
64971,5
31352,5
16327,2
19644,9
27229,2
20890,5
14407,9
37249,5
46864,8
45446,7
31387,7
19689,0
2218,0
33429,6
30009,0
37925,2
10021,8
6749,5
12292,7
5496,7
24939,2
28625,9
28349,1
1142,9
37238,6
43228,4
8862,6
22839,4
66131,0
3906,0
8309,0
46859,6
13613,2
8446,2
35227,4
11365,8
199,2
25662,4
41714,4
66009,3
10519,1
59289,1
11199,9
2956,9
23168,6
44039,7
25229,7
62767,3
52085,3
40852,8
1612,9
60732,6
48482,3
13286,0
12825,9
43484,1
14340,2
12794,7
13151,8
41558,7
62849,8
39590,4
55491,8
51415,0
4242,7
31975,3
9800,5
59449,9
59338,5
998,3
5154,0
19946,6
475,1
66309,0
30864,5
33663,1
62284,3
37037,6
58504,4
13642,5
53551,4
4424,5
40216,7
15810,5
29151,0
8052,3
66880,5
8661,8
44877,4
25858,1
29155,5
25102,6
34820,8
28155,2
48770,3
51797,0
68089,5
3247,0
65866,7
1834,5
50073,6
3913,9
1480,7
58323,2
63013,0
30074,6
47346,0
5201,9
8162,1
23460,2
5614,9
23312,5
22914,1
31965,4
56677,6
56590,2
35301,2
57133,8
15229,7
34597,3
23365,9
63008,9
29060,2
27181,2
9580,6
19692,8
41574,4
44918,8
68346,3
16707,2
62761,0
3193,9
28387,1
44922,4
31218,9
57193,1
69303,2
69820,2
9179,2
53107,3
9976,4
63387,9
37050,6
43318,5
4985,0
62829,5
26530,6
62260,2
54637,4
15900,7
28299,3
41577,6
23602,8
49105,4
43691,5
32270,8
26787,5
29540,0
29881,6
19234,3
59905,4
25663,2
56382,7
47428,5
66685,6
40498,2
37685,8
16690,2
35289,1
25758,1
14001,1
19940,1
46461,1
24571,7
56164,3
57094,1
58057,4
4469,2
26264,4
10939,5
32348,5
22071,4
45291,6
20675,3
21965,8
7902,5
15067,2
22114,3
15291,0
69202,3
11995,1
55671,1
59003,7
42862,0
42895,4
22153,1
46201,7
49546,4
68755,4
47772,6
23558,6
46916,1
25477,8
42011,7
58488,6
59739,7
49086,0
62490,7
8612,0
29562,0
42051,8
68590,9
30606,1
61091,7
42963,9
60727,3
64030,9
19341,7
9226,3
19548,3
26834,9
63089,2
33320,4
68891,7
59887,9
5293,4
28496,6
54752,1
25635,4
36425,6
52342,1
8366,8
30288,5
34800,5
59404,9
58817,8
1105,8
29013,3
64658,7
31524,9
33986,3
43804,6
41465,0
15553,9
11964,6
44167,4
25119,9
55628,3
56533,0
42951,3
28429,7
13852,4
56792,9
782,9
66739,3
69340,7
50367,1
61171,7
31144,1
2719,1
24592,6
6686,7
29202,7
