,target
56758,4
39196,1
10111,5
44444,6
27782,4
29774,6
10490,8
63668,2
54402,3
37257,4
48236,1
50922,3
13069,4
62097,6
64214,7
32779,2
34397,8
50553,7
46309,6
38694,6
59336,0
24597,3
57878,2
56605,1
45034,9
40837,7
17197,8
29918,0
44302,2
44483,6
23315,0
54338,2
8419,5
49599,9
2302,8
39466,6
61522,7
12696,9
61644,2
8704,1
54840,2
64987,4
11129,0
19787,0
4337,6
47576,1
14071,6
26250,1
69458,7
7253,1
7422,3
51189,8
64346,6
20197,4
24781,4
29119,0
9455,0
17278,7
24301,8
63673,1
35000,1
55322,5
59292,6
39582,2
38138,0
29596,8
53693,4
67657,4
39771,8
41123,3
54446,5
14708,6
54065,7
54206,6
59251,6
21713,2
53816,1
7118,9
66941,4
44811,0
5976,7
17233,8
44586,9
25842,1
52117,9
8412,4
62214,5
44335,0
3675,1
43792,9
10115,8
60785,5
60119,2
56332,0
34142,7
54,9
64526,3
68594,2
4794,7
40894,6
55509,3
26825,3
12096,9
31359,4
6862,7
13678,9
59004,2
20850,2
22298,6
60661,0
30491,9
4037,5
26719,8
67927,7
14078,5
24888,1
48643,2
23312,5
4467,1
37283,9
29216,6
31086,5
38999,9
56315,8
41964,4
5539,9
37073,7
50368,2
28096,4
13844,2
30644,3
62814,5
27585,1
23865,8
39503,0
57835,4
46541,7
2467,4
18940,1
57153,2
52855,4
63080,3
45788,4
33586,1
61956,4
6078,9
5409,8
36698,6
26626,2
67709,6
5187,0
58549,6
41264,2
23080,2
54559,3
40280,0
67171,1
26422,0
22537,4
67345,2
56489,0
14638,8
58455,7
44475,2
9434,7
57269,5
10826,3
42280,2
36086,5
11296,3
38576,6
9027,0
59768,1
43679,6
29047,4
11013,2
52789,4
56477,4
67883,4
3847,9
24123,8
25528,9
51720,8
47620,3
51020,9
16901,8
67058,6
20956,4
15347,4
22446,2
36419,4
66577,7
46859,6
10378,1
69121,1
53212,0
34282,1
52498,1
62939,9
30964,8
3274,2
67641,9
68399,6
18739,3
47300,6
59509,6
36911,3
37049,5
35897,1
23342,1
41642,6
36420,9
25732,2
17888,1
37374,3
47778,6
68846,9
25055,3
18315,7
23866,3
33668,8
18503,3
43652,1
26278,9
6744,8
44201,6
16465,8
18354,6
27523,6
16918,9
22503,9
9815,1
50127,0
21019,1
64263,5
19466,2
12216,6
65993,0
15091,8
17743,8
19172,7
23388,7
57085,9
26203,8
10313,4
9380,3
62797,5
62365,7
40304,6
7067,3
23858,5
48601,0
26196,5
20455,4
6846,2
65881,8
54778,4
15287,6
28856,8
42943,9
69508,0
65161,6
37802,1
9323,5
50308,3
14027,4
26529,7
9836,2
68705,9
69848,1
6578,6
26597,0
35245,9
30041,3
48532,0
42060,8
45229,1
32764,3
40378,7
62879,4
39617,3
34213,0
8632,2
3019,1
561,3
68315,2
54296,3
24850,3
62279,5
4960,1
18303,6
32103,8
6626,2
16510,3
2173,7
65685,0
14487,6
59794,9
61734,7
38733,2
18093,0
63846,6
17353,2
9091,4
43985,5
64336,6
46811,6
68018,6
56355,2
23570,7
52911,7
4506,3
21108,9
64971,5
25346,3
66359,8
24009,9
14803,3
68971,1
45429,4
18970,0
20667,9
67310,6
45588,1
67799,9
17399,4
12945,9
39292,6
59996,3
52373,2
15534,3
63225,7
59610,6
28115,6
66968,0
49481,5
57159,9
67405,1
3163,8
42532,2
36362,0
36529,8
12188,7
17436,5
41144,5
43981,0
32464,6
31668,4
69830,5
8505,3
68421,7
68577,4
12148,3
41771,9
47537,7
40613,0
19709,0
7624,2
27254,7
51134,8
10586,5
19314,2
7122,8
11560,2
62637,9
10562,1
36120,2
17420,7
48499,3
65131,6
37775,7
36098,1
13196,0
29984,7
15001,1
40973,1
22627,1
46341,7
54275,9
27539,5
45851,6
52243,4
30510,8
21253,1
18845,2
60466,8
24152,2
300,8
7941,1
48065,3
33388,8
14122,5
35492,2
25770,6
54351,0
56501,6
61506,2
51253,9
36421,3
57542,0
45114,7
8508,4
45535,7
4717,2
17255,3
7703,4
42580,8
1036,9
11258,8
17162,8
26648,5
50912,6
2908,2
41220,4
62348,3
47244,9
60128,8
26293,4
32308,4
9329,0
1518,9
15980,3
26502,1
575,8
54003,0
56797,4
16120,5
24566,9
1778,3
35944,3
34273,0
35225,7
21434,6
27664,2
2760,3
65389,5
31953,5
54318,2
15555,1
62325,7
41567,1
19667,9
52016,2
31717,4
69032,2
24165,6
67014,1
14033,7
4251,6
56880,7
33974,9
64910,9
20400,3
30160,0
57896,9
15770,0
32506,5
32672,9
47550,8
1061,9
61212,6
12175,9
13432,2
61602,6
20653,4
68917,4
61866,5
24611,6
57804,3
68092,4
22130,5
6812,4
67198,8
16546,1
56929,0
40555,3
11661,0
36133,2
26837,9
5387,7
12975,6
46906,7
38814,7
31929,5
35024,9
40855,9
55629,2
23152,4
15779,0
20641,9
25704,1
27182,1
64824,0
69243,8
41821,2
7313,2
4426,6
48664,1
42543,5
52601,3
18357,0
21393,4
7173,7
11370,7
30842,5
2755,5
55846,1
57944,5
34141,1
9204,0
43711,3
284,5
9898,5
56488,3
24451,3
11503,2
56424,0
15461,2
69201,2
32668,9
42877,0
14497,9
1060,1
9142,0
62794,0
67408,4
8319,1
26593,3
14305,8
62961,7
2462,1
30781,8
22285,4
5281,8
18727,3
36614,2
5331,4
56676,4
46660,9
54701,8
59556,2
56686,0
10227,5
41507,3
22187,2
1775,0
40649,0
46355,9
38412,0
36692,0
39672,7
28809,0
32481,2
53926,2
61727,3
17711,1
39670,4
30228,2
35459,3
9592,3
62275,7
58398,2
66,6
47269,6
48127,1
63511,2
35563,3
35557,3
8831,2
43977,6
58216,6
28305,0
25046,9
67181,8
11576,2
44703,0
20204,8
10683,4
68291,6
53873,4
28863,4
51914,7
12006,9
54981,2
27368,9
46581,6
10463,6
65734,3
51475,6
59399,8
35882,2
13159,2
11609,5
39946,5
358,1
45823,0
22102,5
12721,9
27656,5
14494,8
58674,8
41154,8
5111,4
18422,6
18592,4
66443,9
7448,5
44173,8
37953,0
61038,1
685,8
23493,1
67589,4
57526,7
66118,2
45587,9
30206,3
52701,7
27054,7
66006,7
68862,1
29408,2
8095,1
29050,2
23548,9
19480,0
18419,8
52519,4
3472,3
47066,8
45154,6
2838,2
15058,4
42388,8
1710,1
49529,3
8557,3
32862,4
8988,5
41520,7
45407,3
21359,3
57166,3
43873,9
38657,3
65000,3
55729,5
12113,1
68785,3
67340,1
12650,5
43076,3
10185,5
1554,4
56472,7
1740,9
67719,3
39018,1
33682,9
44231,3
39574,5
60424,0
30147,8
37493,8
14673,5
39835,7
27404,6
13853,0
27245,1
11374,8
52592,8
56977,4
49927,1
68426,9
35613,3
58257,3
3909,7
32532,9
10589,5
42034,8
38838,7
11961,2
28206,8
50204,9
13481,6
35191,9
45228,6
13061,2
3469,7
31708,6
18773,7
56527,9
54745,4
4919,4
48185,0
20420,0
3891,8
25093,4
48326,1
68496,0
54383,6
849,0
571,8
60609,2
64444,9
43039,7
65013,1
3534,0
13301,8
23136,0
55060,5
34147,9
10337,7
28574,9
6090,6
66815,7
46853,3
37985,2
22397,2
67694,8
19751,1
25477,8
35,5
54232,0
33716,2
25162,4
29428,1
53324,9
7491,1
48413,9
67457,2
