,target
35439,6
52634,2
33383,1
41235,8
25771,6
12392,3
34557,5
60634,9
6503,8
47092,4
55022,8
27473,4
27033,2
38613,8
32203,3
43039,7
46845,6
31891,5
20925,9
7245,9
61228,9
43225,6
21905,1
35070,9
32424,2
27489,1
63765,1
43889,3
54138,9
44297,7
7567,2
849,0
27225,7
48480,3
68642,9
15607,9
12788,4
36339,4
4227,7
40359,1
69125,3
55281,2
4070,1
53129,7
19341,7
5881,0
15541,9
3109,6
2398,9
37802,1
67103,3
44373,3
30689,6
65251,0
51381,3
51186,0
61441,8
9463,0
53707,1
15226,3
21211,8
46248,7
42934,2
12310,1
28398,4
8792,6
67330,0
31889,8
50165,6
45173,4
45622,6
30282,3
13771,2
51954,8
43725,7
12175,9
6942,8
17480,2
39573,5
572,1
67641,9
35223,7
57114,4
58629,6
34886,9
5758,2
52293,4
25169,4
35348,0
40781,9
21319,0
36671,3
48806,3
36805,2
4499,7
3759,8
39910,5
3469,7
36221,8
63728,4
38884,2
54293,1
5892,9
14264,2
60133,7
22991,4
55846,1
68783,5
61057,4
9977,3
54870,8
2608,4
30405,5
11804,3
7613,3
24344,8
29191,7
33108,1
9547,4
2302,8
62247,5
28578,4
1554,4
38744,0
63543,4
55564,4
5252,3
68886,4
28364,8
11149,8
13996,9
20710,2
66960,7
40488,8
37784,7
29896,3
6915,7
35286,1
12633,8
26205,1
43650,9
52849,1
46263,9
14772,8
11564,7
18934,5
10332,6
20453,5
53471,1
53226,4
40218,0
63017,4
40280,0
31905,2
69771,7
245,8
49586,3
870,1
50980,4
17017,7
64069,1
68279,8
61355,7
36116,0
59918,0
12953,3
16887,1
63037,2
65785,2
60542,8
22410,1
62684,3
50503,6
31999,5
24094,7
66956,9
24796,2
21434,6
16309,2
61412,2
27129,4
65814,3
274,6
69916,7
11286,2
32895,4
64751,4
6387,6
28583,1
56398,3
7800,3
46811,6
67301,4
4088,4
40293,9
59709,6
51947,3
55034,7
19762,6
9818,6
32738,7
19040,6
35828,6
21330,2
56806,7
8005,9
18329,5
2330,5
57900,5
19509,7
3463,7
53009,6
66577,7
10076,6
31865,0
12016,5
54743,9
37584,5
39312,3
35121,7
58176,6
14215,2
61080,4
7755,9
59997,5
67554,3
9323,5
20905,8
42671,2
36237,6
9346,9
68061,4
40855,9
63231,1
64463,5
46675,5
19377,3
67168,0
15711,0
5347,7
26387,5
38629,1
11184,4
7681,8
58272,7
39684,1
34898,3
64904,3
25652,9
7173,7
55685,5
20940,6
52645,6
36837,4
48163,3
21073,2
49081,3
66114,0
37192,0
31250,1
19822,0
53772,2
56509,0
41771,9
26278,9
33274,2
52080,8
47617,9
5720,4
22279,7
26588,4
50484,5
16758,0
52966,3
28664,8
50111,5
36418,9
25337,6
48544,8
29724,9
16888,0
10298,6
18499,2
31168,8
60754,1
336,4
6141,7
66557,0
16638,2
39224,0
64506,2
56095,7
59571,1
8288,0
5796,4
958,6
9567,8
12120,9
44451,0
39595,3
33294,5
2799,4
44555,3
66725,8
15251,3
65383,6
62609,6
21343,0
54022,7
61545,9
53465,7
17924,8
1750,6
47533,3
37885,8
28015,1
12508,1
39470,2
59856,7
35618,5
32099,7
31090,4
56937,6
14520,4
61167,4
48191,2
54758,2
51078,8
58546,0
66244,5
27732,9
11967,4
2711,7
27796,6
58935,1
45469,7
23170,9
39410,5
56202,5
25730,6
29985,0
51707,7
47226,2
52642,4
13899,8
24952,0
17433,1
21785,8
29030,1
25103,1
32890,1
31915,8
50770,3
43235,3
68089,5
55704,2
20029,2
2801,4
33375,9
13491,2
14224,1
48225,9
23261,6
25806,7
46176,9
61157,4
4864,3
69222,1
47862,2
46870,9
34943,0
34023,3
57405,7
63860,5
4507,1
53111,6
41589,9
44908,7
67277,8
17018,4
6329,4
33668,8
18385,4
48361,1
55118,8
20660,8
18527,3
19119,0
51576,8
58245,9
65866,7
64585,9
7063,6
5631,4
34476,9
22861,2
50275,6
39518,2
25055,3
65568,6
17258,3
2994,1
8865,3
45296,4
49421,2
64151,7
25837,9
13494,6
11256,4
2926,3
45899,5
6561,3
60188,0
44860,4
65657,7
30031,1
37277,6
17947,3
5411,9
57518,6
64987,4
55659,7
50127,0
55192,8
69611,0
26965,3
31320,9
61325,8
27326,0
52111,3
11413,8
30816,2
61070,5
6513,5
14778,6
16201,9
36289,5
26274,7
30970,2
8853,2
26719,8
28863,4
2965,5
24167,8
13585,2
21496,3
23179,6
52846,9
58468,2
58901,7
62907,4
18060,9
6108,1
33883,8
18511,5
9815,1
22298,6
30187,0
34272,1
41762,7
40259,8
33009,3
54543,1
17089,2
2218,0
53813,7
5711,0
66944,7
49809,3
39499,8
27874,2
18659,1
66800,2
66829,1
28678,6
24077,5
5986,7
17869,5
12128,1
12902,6
18220,6
50889,4
40304,6
15253,9
131,4
39130,6
9863,6
38145,3
21238,3
18344,6
22650,5
11213,8
24368,1
49135,3
46812,0
28571,3
26589,7
52536,8
42191,7
69656,3
7111,6
29913,3
9898,5
25954,5
13352,3
37781,9
68730,0
52801,2
10347,2
15591,6
1943,8
59874,4
21537,2
47430,6
24903,5
35543,9
58755,6
55211,8
12814,3
54625,8
63185,0
60442,3
44335,0
43660,9
17934,4
8858,2
42364,8
65681,6
41358,0
60628,3
60406,5
20516,8
31394,9
21117,6
5903,1
61402,2
51469,3
61404,0
62298,8
63443,3
63854,7
5476,8
38256,2
21298,6
63536,0
54214,0
56798,7
10049,5
7219,0
58401,9
60807,3
30592,1
14057,9
27468,7
7969,0
16564,3
36530,7
45430,2
38814,7
34056,2
24927,9
38034,7
30059,4
9085,1
28734,3
40283,9
53239,2
61349,2
32369,4
60220,7
66403,8
45879,9
46584,8
53693,4
20093,5
20247,2
6968,0
12195,0
45815,4
48130,9
32838,4
28626,3
38471,6
16993,5
48154,9
11925,9
38900,3
15960,6
16343,7
49866,7
39901,5
49199,0
12772,7
37900,7
17420,7
43531,4
26447,2
43081,0
34862,3
30931,2
9556,6
26242,4
53948,9
34159,5
11738,2
45201,9
23557,0
5647,2
63130,6
35191,9
17157,4
57810,0
65384,1
49043,6
20265,2
1033,2
1788,8
60750,0
34324,6
33135,6
24691,8
40277,0
37307,2
46201,7
2386,7
32515,7
6840,5
15881,9
27547,0
16531,4
50489,1
35464,9
6017,8
32270,8
8548,5
3085,5
62116,6
53143,1
29314,2
29151,0
54383,6
47431,4
4274,4
65805,9
63389,8
54504,9
48024,1
34075,8
61398,8
46599,5
29216,6
12708,9
56639,0
14355,2
5940,9
11089,9
6877,1
2812,2
21676,6
34694,9
37685,8
57286,7
50099,9
32881,3
20223,7
4115,0
17922,4
25827,2
6685,2
52848,8
47566,4
3954,1
65874,5
51605,5
1999,0
56686,0
50741,6
35782,0
35270,1
43304,6
7015,6
63661,2
9880,4
66756,7
43945,8
1419,8
53315,8
22363,5
1616,8
32584,7
54112,4
63534,4
14444,5
69245,9
37720,8
44479,4
29627,8
61018,8
18684,2
39582,2
21582,3
68739,6
69201,2
17811,5
32312,6
38078,2
34590,1
37831,6
52138,9
7833,5
44641,9
68403,7
58429,2
35597,2
59914,3
40116,4
49887,8
11646,4
23985,7
47269,6
57611,8
36265,1
67489,9
27517,4
46212,2
19662,8
61741,7
55824,6
43985,5
5425,1
2417,7
38200,0
48614,7
33304,7
49683,4
40247,3
61277,9
15998,7
57282,7
10679,4
14109,6
36885,5
4620,6
29170,9
29562,0
18055,0
27837,7
6720,6
62588,7
6407,5
2923,6
56888,7
13419,4
10889,8
33557,8
24924,1
49878,1
37005,8
39006,2
31519,5
984,0
55893,3
66125,1
7484,2
27267,4
43078,4
14675,0
41847,5
65253,0
36178,7
47739,0
37182,1
4673,6
66412,2
25020,2
59682,7
60847,3
39121,6
64503,2
7344,2
15902,2
13286,0
45816,1
9281,6
16915,7
14356,0
42817,0
27840,3
61890,2
46480,3
10224,6
37541,9
59716,4
46859,6
38023,5
8319,1
43847,0
11048,6
24824,1
15287,6
62743,5
11674,5
38355,0
49434,2
58771,2
15847,3
46963,0
27438,6
63095,5
48818,9
33575,5
9461,4
10239,1
20360,9
17864,3
27481,7
59585,0
39228,2
64586,3
62009,9
28604,9
59267,0
33892,5
29325,7
44979,0
28880,7
65898,6
6565,1
66584,2
41222,1
21102,3
57133,8
65182,9
32695,2
33209,6
38143,2
46145,3
64507,1
66491,5
14018,4
68900,9
42241,8
13619,5
68174,2
11436,2
34785,8
32234,3
8695,4
7414,2
19661,6
56572,1
63606,1
14364,9
30991,5
427,0
41465,0
12731,4
56737,1
35525,0
30743,8
27673,2
34792,1
13122,8
41715,1
48729,0
60125,9
49120,7
12297,9
28067,2
53997,8
52912,6
55937,3
1609,2
64389,8
26881,0
26597,0
40838,7
32469,4
10291,2
16497,2
54414,0
18737,0
3610,0
56998,2
1996,5
15871,4
47090,3
47059,3
253,2
27588,4
14568,9
60656,0
39946,5
8646,5
24673,6
35094,1
43204,3
55775,5
7763,8
54676,2
28742,8
32878,9
7462,0
49676,4
67253,1
28732,5
53959,0
26632,2
337,7
9965,0
37231,6
30733,3
50871,8
35527,1
7735,5
37646,2
57964,2
53691,3
25468,5
19385,6
20367,6
32307,7
29666,1
25542,0
45408,3
9976,4
22250,7
55810,4
15990,3
29955,5
6220,4
34771,0
17918,7
44075,9
33819,2
2749,2
53166,9
17731,3
54438,1
30266,4
44093,1
15191,0
17953,6
19716,8
462,0
57330,5
61122,7
3102,2
23428,8
60598,9
67386,2
13955,0
61326,7
23210,0
67435,3
14470,7
2911,9
29816,3
35357,1
62184,2
41422,9
15078,4
20474,1
13722,2
56985,8
30476,5
4556,0
62276,1
68219,1
22149,3
63152,1
48341,7
11618,3
2485,4
45855,1
16208,3
51034,7
43380,3
35437,2
9630,9
24321,2
68399,6
32646,5
3399,4
39298,4
15083,2
22933,4
28070,6
7335,9
28241,8
37274,2
51040,5
38324,8
14001,1
1568,4
55241,8
22184,2
11556,3
34772,7
59993,5
41944,1
28179,7
52939,3
32821,9
20396,4
66739,3
7214,3
22833,1
63726,4
23914,0
56427,2
12192,4
61477,7
45179,7
18409,1
40784,7
54494,7
48326,1
55335,1
16476,9
21180,6
21953,0
4169,4
24709,7
2019,2
5408,3
6656,4
56635,0
30091,2
63417,0
28808,9
38769,1
36722,5
50009,4
26257,8
6943,8
39935,0
46134,3
52203,9
1783,8
69716,2
38663,0
62823,7
46981,3
28535,7
17912,2
55508,2
64009,9
5727,9
161,2
30995,6
17766,3
65786,1
48126,1
26160,6
1325,5
17332,6
66360,7
8312,6
69562,9
59279,7
58658,0
5380,2
38835,0
11328,7
46846,4
41037,2
58597,1
62980,6
38968,1
