,target
9336,5
51874,5
18329,5
25802,3
10119,0
51888,1
66756,7
29707,6
46420,6
42213,4
14837,2
51335,7
16229,3
44267,8
3594,9
69273,0
30344,2
57593,5
19393,9
37015,2
38499,1
46169,5
23387,7
10074,3
28521,1
22694,4
34296,0
51724,1
45224,6
66171,7
2330,5
5381,4
55384,7
11037,3
49686,5
72,1
37031,5
34704,7
42876,7
18016,1
5410,4
62105,3
16937,8
55032,2
17553,3
48282,4
48784,2
13149,7
7238,5
62927,3
24203,2
21402,1
66098,7
37856,0
645,3
8483,7
22918,5
8098,0
2814,7
11858,8
35397,5
47566,4
37147,7
67997,5
44308,8
24527,4
46134,3
42795,0
2901,8
9130,1
39887,6
61194,7
27178,2
21933,0
22832,0
35265,8
18189,5
67132,9
685,8
37299,8
22574,4
35006,1
38409,2
15810,5
9096,5
7050,0
54578,9
46683,0
58180,0
25502,9
31880,8
54498,8
62235,1
59507,5
17989,9
7793,8
38251,8
52708,4
16476,9
30773,4
44798,4
28066,6
60056,4
29499,1
61741,7
17874,6
38032,6
64836,3
52527,5
52245,0
66045,3
63387,9
67777,5
6196,8
54504,9
638,1
28570,5
57294,9
69624,3
22538,1
60268,8
29964,7
45243,4
56604,7
14393,0
33288,5
58022,1
7132,3
3635,5
37510,0
56470,1
27867,7
3309,0
9310,0
67406,2
37770,7
34564,7
24205,3
2506,3
54355,2
58424,8
17801,4
13297,1
34692,5
21475,8
27465,1
50870,6
30522,2
