,target
54413,3
18996,9
21642,4
47604,7
25726,5
18361,2
5917,8
29356,3
61427,4
25948,1
55295,9
16690,2
33316,3
9592,3
29693,9
15264,1
13339,4
62591,7
47584,6
39210,2
37021,3
19217,4
12421,0
38782,6
54014,3
19091,1
12897,0
10895,8
26837,9
10126,8
41184,7
31559,3
63275,5
41088,7
53906,8
20229,7
44890,9
28833,9
29435,4
30309,2
10677,3
2255,1
31705,6
53369,9
7254,0
37151,2
59081,3
55908,5
50375,7
2408,3
1445,1
49100,5
68660,3
21769,0
40915,0
24446,3
64009,9
49056,7
52579,7
42701,1
68028,9
28902,8
68744,6
38260,6
31925,3
56836,1
23294,3
65451,5
47632,8
34855,4
15998,7
56731,8
33570,8
2729,0
24861,0
13381,2
12316,4
36357,3
35080,9
65074,3
25269,1
28404,2
50651,8
39590,4
32566,5
42388,8
52071,7
40750,8
28742,8
56202,5
21386,7
49975,2
42721,9
26593,3
43440,6
50025,3
17185,7
36106,1
54,9
24970,1
46469,5
23395,0
40878,1
55216,7
38698,5
39734,2
16047,2
55130,0
52642,4
34042,8
33337,8
13491,2
29985,0
55589,2
59848,6
51454,4
51184,8
60175,7
69508,0
54881,4
25285,0
51576,8
33106,4
61968,8
66429,0
61137,1
69904,2
52553,9
2827,4
28175,5
44646,4
22297,0
23567,5
28454,2
11944,7
30297,2
27968,9
3343,7
26920,6
15253,9
6136,8
50173,5
21581,4
20360,9
50881,5
57539,9
22449,6
26895,9
2364,9
38003,9
59253,2
4855,0
45222,5
47482,0
39903,5
35688,3
60733,9
8424,9
63737,8
454,1
43155,3
56083,2
24016,6
44513,0
69451,7
6471,5
42993,9
7055,0
53365,3
58493,1
29722,8
60720,5
7212,6
37113,0
20667,9
17481,7
36237,6
7782,2
65842,4
22242,4
25439,7
55266,7
50742,7
15594,5
68814,6
56310,5
62671,7
12357,0
52516,6
38794,7
2748,2
61717,8
66040,0
69465,5
13053,7
55729,5
34105,3
3743,0
68583,4
9561,3
5104,2
18351,7
5712,5
61906,9
41472,7
46603,0
27278,8
20125,5
51875,5
63518,6
63388,4
31415,5
25549,1
51907,8
34881,7
61239,3
13988,5
1294,8
50721,7
47131,2
65205,7
13147,6
28522,1
36516,5
62184,2
21101,1
8047,8
64677,7
68919,8
56771,8
54407,8
28606,5
31044,3
58010,6
33698,2
50583,4
53384,4
33141,9
48702,3
23874,5
66594,2
17840,2
20181,3
37545,2
31378,4
51899,8
1034,2
11271,2
53681,8
29707,6
36332,5
68279,8
53372,7
59162,7
65718,0
26984,1
42855,9
34142,7
65230,6
57995,0
24080,1
12522,8
65775,8
15477,3
39631,0
6524,5
40073,9
7188,1
24038,1
1584,2
9148,4
37015,2
3288,6
5034,8
46508,8
57060,8
43395,4
34678,8
24387,9
63124,1
15042,0
6078,9
56966,3
25127,3
41604,7
7779,4
8402,1
42599,0
51596,6
68061,4
42124,9
37492,4
47164,2
19785,9
57996,7
11184,4
60447,4
36453,5
46959,8
25251,8
9500,6
34329,1
25181,0
51420,7
17831,9
1064,8
42660,5
26515,8
55640,3
54799,6
60177,8
28700,4
50058,6
44286,8
68213,9
49645,3
8257,2
41323,6
66768,7
51066,6
61659,1
17348,8
23552,9
25476,2
22991,4
35603,9
67436,3
54564,8
25654,5
40229,6
39976,4
57931,1
5903,1
54454,2
20704,6
4892,0
69799,1
23127,7
11560,2
58621,4
49908,2
39624,0
44244,9
14218,5
35563,3
54126,3
53341,1
1786,1
8116,0
29024,4
52911,7
49314,2
9491,3
26093,2
39726,2
22089,5
43197,1
39376,0
31492,2
59871,7
34291,1
35437,2
23903,5
29323,1
46988,8
15203,2
33827,8
44313,0
60013,0
65439,4
4380,2
40860,1
4726,7
52291,1
22310,5
25009,7
23334,7
69859,7
48149,8
21242,0
41568,4
15856,7
64406,3
8697,6
10889,8
25468,5
59912,1
47521,4
57860,6
33429,6
67130,3
9634,4
19708,3
9394,9
54599,9
49614,2
18779,0
4928,7
17776,7
27788,0
4295,3
17587,1
45414,2
55671,1
69787,3
62230,3
47778,6
21382,2
57084,8
12090,6
62850,5
7153,2
10679,4
5407,7
21857,2
52658,4
33748,5
24656,6
49240,7
6095,4
63854,7
58711,3
66491,5
13062,8
54167,7
475,1
46715,6
29342,8
24367,0
44203,8
68927,8
47935,1
13410,7
11418,1
42776,0
12325,0
45861,1
29648,5
15985,6
57184,4
18817,2
55685,5
45928,4
62009,9
62637,9
66049,8
123,7
48020,4
54657,4
49161,6
5387,7
29749,5
27344,9
47910,1
44368,1
9039,1
9204,0
44358,6
68595,0
12334,3
5720,4
45100,4
4865,1
61411,0
43140,3
57961,1
51767,1
37307,2
22975,6
69188,9
55819,1
52344,4
42156,1
1013,8
685,8
61214,1
29992,4
45219,4
58216,6
10497,2
23110,6
68779,6
17985,6
69628,7
13081,0
55629,2
50385,0
54085,9
46199,1
17724,7
43708,1
26190,1
44,3
18130,8
68900,9
49047,6
1388,8
2632,3
9512,6
606,4
56135,9
63605,1
27960,3
45161,8
47378,2
47034,8
62710,7
16079,7
40964,5
63890,5
5539,9
16546,1
50922,3
41580,4
22229,2
13661,6
44731,4
25205,8
49546,4
45737,8
40466,8
18657,8
55852,8
51196,3
6821,9
5425,1
7863,4
42734,2
53550,9
5699,8
32515,7
48935,3
11511,3
57309,9
34305,0
64227,0
38504,7
64894,3
44019,2
3198,0
67703,0
63707,8
965,0
22384,6
57204,7
13696,6
48168,0
18135,2
56896,9
69627,6
65026,9
45622,6
24078,0
17277,5
11055,5
26503,3
53643,7
8739,0
56763,4
34936,2
33894,4
43873,9
7910,1
1641,8
29372,4
52728,0
45534,5
63017,4
83,6
62844,7
37299,8
69102,4
776,0
56659,4
69337,5
22261,8
45221,1
50971,2
64701,9
8919,1
10440,6
43711,3
55711,9
15779,0
28261,5
18891,2
19687,9
3936,6
6554,1
3710,2
7551,4
42276,1
31946,5
58757,5
36974,8
8066,9
35481,0
25128,7
40359,1
24098,2
52353,5
32506,5
37770,7
18527,3
7449,5
52077,7
66391,2
51413,9
54310,1
66309,0
50127,0
40442,7
38323,4
19948,8
46916,1
63005,9
38884,2
10638,1
40683,3
40587,5
4749,0
45423,5
49878,1
35009,1
38744,0
30645,3
44111,7
20227,7
44127,0
4268,6
27091,1
61119,7
33349,5
56834,1
20347,3
33410,6
62489,4
46157,3
16748,3
14029,5
16723,4
53204,9
22914,1
21973,4
26447,2
43912,7
14605,7
12465,4
43259,9
22730,3
17505,1
26554,3
11646,4
214,7
53506,8
49104,6
57720,0
533,1
21439,5
32630,2
29713,0
44265,2
21009,2
37941,2
45562,5
60887,3
20197,4
13050,9
29237,3
49298,9
40438,1
5048,0
5105,4
69039,1
63825,3
39367,1
47644,1
44947,9
34521,2
44539,7
63014,1
40512,7
59304,7
56175,2
54401,5
59957,3
2078,2
48169,6
2340,0
33052,9
31520,5
44953,6
41841,2
54183,6
65260,4
33264,6
25984,8
53966,1
48576,5
5113,2
58751,7
34412,1
27322,0
15906,7
69249,1
56452,4
17249,6
58734,8
54770,4
33424,8
29499,1
15487,8
9014,8
25570,2
59915,4
2367,7
62859,8
31008,5
59070,3
44213,4
39467,2
56330,4
49552,4
22805,5
48497,2
10966,3
4686,0
41512,2
23778,3
22900,2
27498,7
33791,9
62212,9
26060,9
65323,1
28209,5
31420,1
37464,3
15314,6
27481,7
59552,7
61994,1
67940,7
31668,4
41695,6
26365,4
22923,8
40485,9
16532,2
30254,3
18448,9
25687,1
27324,8
26138,8
28211,7
59851,7
8895,1
67478,5
18387,9
1411,4
60519,4
35397,5
34272,1
6407,5
17693,0
24969,3
68211,6
61412,2
62934,9
54743,9
28116,5
31253,5
39887,6
23545,2
65240,7
26072,1
27923,6
48375,8
24420,9
59801,6
4424,5
69539,9
20409,1
14385,8
6280,7
10076,6
55923,3
11832,6
16301,8
43019,7
22841,9
4632,3
428,9
65811,1
45345,9
41185,5
58888,8
61471,5
45154,6
26225,1
49182,9
2139,8
41929,3
11501,0
20413,3
12140,0
56266,7
59569,3
40452,3
24203,2
29343,5
64798,6
54328,0
43693,9
635,5
1385,2
65818,0
3695,5
63245,8
6884,5
30732,8
28063,1
18856,8
54814,4
61944,0
33577,1
27708,6
37699,5
63668,2
25300,7
4038,4
8943,4
44361,9
37284,3
21034,5
22070,2
24241,8
27758,7
23883,7
42024,3
29202,7
31247,2
245,8
24841,2
28789,9
17081,9
28678,6
35265,8
51724,1
52003,5
34213,0
17774,4
55996,2
15842,3
35733,8
3547,4
10015,5
56579,2
65215,3
25711,5
49735,2
11725,5
30794,2
11733,7
39982,3
3948,7
32549,6
19372,7
68940,5
68335,0
18476,5
34336,6
34788,3
57812,5
37522,8
36077,2
57122,6
36377,3
24126,1
27448,9
3086,8
3418,1
2512,7
51538,6
66210,9
37885,8
35524,9
2157,4
34310,2
61488,4
49568,5
64932,1
3293,8
60837,2
57837,5
37985,2
42269,7
18659,1
15282,8
17873,2
63697,6
28925,1
1837,0
45959,3
21343,0
10384,0
6504,5
32897,3
48727,0
40648,0
64821,7
13880,0
14933,5
50798,9
11206,9
50705,2
27240,6
33624,3
66137,8
43498,6
33694,3
68362,3
57622,6
29553,9
42564,9
37339,4
51873,4
52577,9
20251,4
53889,3
21948,3
10750,0
40102,9
49363,2
12731,4
50193,6
25238,2
16465,8
4629,0
29333,7
252,2
30689,6
69125,3
27173,3
48075,8
10286,5
24366,1
3997,3
7253,1
65681,6
54764,0
27485,7
38050,6
27460,9
65222,5
15383,0
59763,8
68961,4
23056,1
34320,8
62603,9
35478,2
24658,8
12149,7
60360,4
58842,6
58338,9
52197,6
38737,4
12107,0
19346,1
30722,7
43758,3
44870,6
3488,1
1080,1
44287,6
51731,5
22979,5
15443,3
17561,4
62437,2
31232,6
32336,0
3234,1
63198,8
41062,7
62616,5
30140,1
17065,8
54402,3
42273,2
14091,2
56305,3
47717,7
4773,0
64739,0
61042,3
2097,8
57220,1
27757,6
48532,0
5593,6
7315,1
14009,5
11149,8
27355,6
49927,1
17258,3
56921,3
57835,4
9704,4
13207,6
59483,6
15145,6
31562,3
16318,0
30340,0
56757,1
43110,8
3705,5
4927,8
27233,2
2349,8
55276,7
46426,7
39992,0
66045,3
58611,2
47300,6
41278,5
66451,9
68018,6
69973,9
64998,4
18823,4
67432,7
13549,8
9923,2
2777,6
14038,1
28570,5
28443,7
28041,0
66815,7
58825,6
4221,6
8007,2
7817,4
18888,4
50731,1
35776,8
33749,5
37267,8
27064,1
23775,1
47486,6
49875,2
51972,5
41222,1
18380,3
11448,6
37555,3
42651,9
57386,7
6778,4
43104,7
11667,2
19009,0
64325,9
18137,0
24975,7
36208,4
65778,0
29193,4
46318,9
43037,9
14920,7
35745,7
35158,6
55263,8
6387,6
67778,6
7519,8
26821,2
28075,3
36580,7
50368,2
3700,6
57275,6
56501,6
68483,3
24574,5
43067,3
39550,1
68069,2
31700,9
69006,2
45544,0
38185,6
9786,3
27919,4
55259,0
45357,4
49423,4
32521,2
60430,1
51515,4
36925,7
46555,3
4415,0
61028,3
37369,9
25767,1
33374,1
20204,8
5427,7
43772,5
37672,8
53641,5
56794,7
56235,8
13597,8
36514,5
48563,3
37442,6
2595,9
46260,7
25990,4
64612,7
41558,7
10879,6
34780,4
62169,4
32050,6
64761,9
23697,6
44965,7
52025,2
870,1
35111,2
48590,6
39725,5
51148,0
31987,9
18738,9
17037,3
69975,3
63543,4
34288,5
7703,4
16205,7
5727,9
10873,7
49977,6
60935,5
27572,1
11147,2
37182,1
24409,7
49862,7
9472,2
45738,8
50587,4
57975,9
68684,3
40096,2
66438,1
55781,8
27574,7
40761,5
44031,1
41825,4
60144,7
19059,4
55205,7
43009,4
20947,0
21357,1
5174,1
18761,1
58133,6
62247,5
47024,2
24621,3
28062,9
14015,9
39002,2
31390,8
51816,3
6403,7
10412,5
37763,2
22690,6
18272,8
27285,6
50326,1
12358,5
59590,5
51195,1
68588,6
41638,1
31071,6
46137,9
16323,0
41772,5
33084,1
7563,1
9132,9
57294,9
53649,4
33320,4
20400,3
21485,6
40578,3
30929,0
38531,4
44596,3
9295,6
54850,9
52419,5
41817,9
28891,8
59171,6
43105,2
18080,5
59178,3
56325,2
40410,8
21353,0
64063,6
59495,8
59124,7
54967,0
40036,6
41933,5
42450,6
10606,3
52195,5
26934,6
21279,0
55118,8
13579,3
35726,6
36648,8
29976,1
44492,2
25784,4
32799,3
37257,4
69541,4
33498,1
31785,0
30178,6
46672,7
33706,1
32891,9
41138,0
17325,4
24043,5
13886,5
36289,5
37880,2
21873,5
25737,4
58381,5
67828,9
38018,7
694,8
19411,1
9298,1
60337,7
65838,0
57964,2
60863,2
2588,6
10455,1
61825,9
20206,7
2551,5
56509,0
45229,1
46594,6
28605,6
36695,5
28527,3
49968,3
2567,3
41328,7
20923,8
26349,9
25860,6
10570,2
23748,9
24344,8
68320,2
9293,3
55593,0
12432,9
47563,8
35368,9
53208,8
22626,7
59225,0
58405,8
56947,5
26530,6
57327,5
34663,8
7135,0
40649,0
40402,4
21520,8
11909,9
53948,9
18053,1
50561,1
54625,8
42360,9
2106,4
34772,7
57577,6
65056,5
20077,2
22153,1
21496,3
32580,7
53922,5
12602,3
5898,9
47999,2
12609,8
31345,3
33336,9
53223,3
68513,0
41492,1
4839,4
53772,2
176,9
21878,1
35898,3
63636,5
2751,3
69202,3
6109,7
43177,6
41594,9
38786,4
57141,3
15850,3
21162,9
1263,5
57470,5
21732,7
56357,8
48964,9
33788,7
25310,1
19398,5
42705,5
68767,7
51075,6
47932,6
53959,0
59334,3
63469,3
40499,9
15621,0
16482,2
64776,0
51691,7
37336,6
36723,3
18110,2
30044,0
43058,9
9130,1
23761,4
24653,4
35105,9
63538,9
26787,5
65271,1
23140,7
5389,8
15721,7
24827,6
37076,4
52306,8
53615,0
63964,8
45801,3
24174,4
22100,2
55549,4
8517,7
30666,4
4061,7
43052,7
55330,8
26185,9
1506,6
23387,7
66796,2
68291,6
15980,3
24246,9
44631,8
41025,5
29759,5
36805,2
47226,2
29335,8
39817,0
67644,3
38597,9
31157,3
44931,9
17874,6
44474,0
66574,2
60643,2
37045,1
5057,7
51605,5
59994,1
38705,7
22255,5
33078,0
19774,0
8177,1
28538,9
41455,4
1214,8
616,4
23949,6
8383,1
49348,5
21364,1
57850,6
14457,8
44943,7
2232,3
23094,7
8531,0
59204,7
67562,9
18374,9
58625,8
10259,0
23826,2
40887,5
36378,9
67328,2
18297,4
32215,7
59615,0
42309,2
56320,4
38568,4
68189,4
5293,4
53804,1
66009,3
24322,1
46971,3
14927,4
27287,3
51113,7
10135,6
37147,7
37104,4
37963,7
20903,3
46807,3
55313,9
16790,8
69829,9
60682,1
65892,3
30626,5
6211,2
2890,0
2803,3
4440,8
37049,5
21713,2
10946,7
67330,0
30163,0
23336,5
17072,1
32829,4
64313,4
15125,3
42179,1
46798,4
984,0
53495,4
25676,0
28344,3
26500,7
4522,4
55384,7
6645,0
40704,5
43691,5
24218,3
46351,7
53318,6
66356,1
12287,7
40240,0
7459,4
1177,9
53433,5
2386,7
69243,8
64949,1
17436,5
35078,4
27983,7
67173,1
53863,3
57029,6
59726,5
23082,2
21957,9
19962,3
387,7
46550,4
56504,3
43055,5
32998,2
18011,4
22069,3
4211,7
38628,5
48270,2
6001,0
58234,1
2846,2
18189,5
16425,6
39318,6
39112,6
55669,2
37295,4
36854,8
18370,2
53161,8
48351,8
9030,4
29064,2
62347,3
22654,6
59314,9
41220,4
9243,7
32074,5
66496,9
43297,1
3187,6
47837,1
32127,8
13074,0
5043,8
19220,9
36918,5
6976,8
9841,2
24606,1
68757,4
51323,2
5622,0
997,0
34158,1
33907,9
30960,3
49535,0
58539,9
61575,4
6503,8
13138,2
686,7
22799,9
31137,7
10287,7
28163,6
43372,8
20885,5
53810,9
26685,0
66366,7
1675,3
9015,6
19965,3
2143,5
33712,9
11883,1
56382,7
24572,7
64466,6
22107,6
56046,1
54574,2
24488,6
4477,6
22949,0
33545,4
17305,1
68367,1
54817,0
52228,0
69270,7
36471,3
59756,9
2249,6
2374,1
26872,4
46829,5
21440,5
48326,1
6846,2
69021,6
22132,2
37666,6
56500,7
48711,8
57696,8
9408,8
30497,9
67884,9
13308,9
50078,9
69084,4
2467,4
63424,6
37368,3
59398,3
29625,7
48949,1
27414,0
489,0
2719,1
41355,4
61186,7
46714,9
16090,9
37282,6
54605,1
16011,5
28777,5
68505,8
49294,3
12546,3
69012,4
22391,2
41429,2
44810,5
63144,6
55396,5
53300,4
47357,5
30118,7
881,6
46015,1
61317,3
19463,2
20972,4
4545,7
56189,1
18037,7
35300,8
2404,0
69820,2
26261,0
68803,5
24406,2
29039,0
2376,7
36007,9
47751,1
20416,6
36015,5
2402,2
58204,7
12696,9
46149,5
43682,6
32884,8
29475,9
16560,6
46662,9
37393,1
14429,2
256,6
26155,9
66516,4
63240,9
16110,1
43335,8
47586,5
32786,3
53071,8
54887,7
5588,3
69107,8
34551,3
67370,8
32299,3
12707,2
60324,0
27591,4
15046,0
7394,2
61122,7
19605,8
2996,0
41645,9
42364,8
15188,6
40203,2
24270,9
3431,1
1789,7
34281,4
54521,4
